epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,9865.12,0.67011,0.35198,0.00885,0.82298,0.65189,0.74958,0.57741,1.01794,1.03667,0.01056,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,9912.94,0.66425,0.35345,0.00884,0.76915,0.69813,0.76137,0.58963,1.01639,1.03454,0.01051,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,9960.07,0.67296,0.36054,0.00901,0.79548,0.68404,0.76784,0.5966,1.02058,1.04887,0.01057,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,10053,0.66398,0.35157,0.00893,0.78427,0.68654,0.76081,0.59112,1.02211,1.07931,0.01052,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,10146.5,0.66477,0.35031,0.0089,0.79823,0.68095,0.74848,0.57641,1.02258,1.10409,0.01051,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,10224.8,0.65791,0.35313,0.00877,0.791,0.68142,0.74842,0.5772,1.02198,1.11298,0.01049,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,10317.2,0.64412,0.3366,0.00861,0.86126,0.64015,0.74976,0.57711,1.02169,1.12048,0.01046,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,10405.5,0.65838,0.34576,0.00881,0.85797,0.64415,0.74939,0.57754,1.01912,1.12812,0.01046,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,10491.8,0.64237,0.33498,0.00863,0.85883,0.64143,0.7474,0.57737,1.02154,1.1253,0.01049,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,10588.4,0.65531,0.34142,0.00866,0.85833,0.64283,0.74592,0.57711,1.02401,1.12838,0.01049,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,10697.5,0.64732,0.33741,0.00857,0.84618,0.64318,0.74423,0.57491,1.02344,1.13847,0.01048,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,10775.2,0.63986,0.33379,0.00856,0.84222,0.64393,0.74368,0.57467,1.02291,1.14178,0.01045,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,10830.8,0.65134,0.34348,0.00861,0.84297,0.65163,0.74354,0.57355,1.02714,1.14309,0.0105,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,10873.2,0.64274,0.33282,0.00864,0.84398,0.65059,0.74416,0.57351,1.02608,1.13493,0.01047,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,10921.8,0.6466,0.34164,0.0085,0.84565,0.65024,0.74623,0.57448,1.0251,1.12895,0.01046,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,10982.2,0.53275,0.19435,0.00944,0.84808,0.65025,0.74533,0.57346,1.02829,1.10644,0.01049,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,11030.7,0.51954,0.17144,0.00914,0.84426,0.65535,0.74488,0.57263,1.03072,1.09836,0.01051,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,11075.1,0.51267,0.16985,0.00885,0.85156,0.6457,0.74393,0.57096,1.03041,1.10254,0.01049,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
