epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,551.601,1.12892,0.78111,0.01264,0.92561,0.91817,0.96929,0.75125,0.86593,0.38,0.01303,0.00103555,0.00103555,0.00103555
43,564.239,1.10705,0.75891,0.01233,0.93712,0.92118,0.97064,0.74451,0.90931,0.44102,0.01342,0.00102566,0.00102566,0.00102566
44,577.078,1.11317,0.78197,0.0122,0.95269,0.86845,0.96053,0.73508,0.85997,0.45291,0.01295,0.00101559,0.00101559,0.00101559
45,589.844,1.12344,0.78038,0.01242,0.93766,0.91279,0.96418,0.75446,0.83616,0.42457,0.01287,0.00100535,0.00100535,0.00100535
46,602.482,1.10005,0.73523,0.01213,0.92728,0.90313,0.9666,0.75158,0.81669,0.39935,0.01235,0.000994942,0.000994942,0.000994942
47,615.039,1.10834,0.75554,0.01216,0.96768,0.88287,0.96769,0.73698,0.88654,0.41929,0.01273,0.000984379,0.000984379,0.000984379
48,627.976,1.09497,0.75037,0.01194,0.93483,0.91664,0.96825,0.74756,0.87824,0.42841,0.0128,0.000973661,0.000973661,0.000973661
49,640.788,1.11595,0.74745,0.01222,0.95478,0.89924,0.96906,0.74952,0.8537,0.40533,0.01182,0.000962793,0.000962793,0.000962793
50,653.549,1.08851,0.72757,0.01175,0.936,0.92142,0.9714,0.76435,0.81076,0.42513,0.01197,0.000951779,0.000951779,0.000951779
51,666.331,1.08884,0.72434,0.0118,0.93492,0.92128,0.95822,0.76843,0.77995,0.40413,0.01175,0.000940625,0.000940625,0.000940625
52,679.076,1.08539,0.71664,0.01204,0.95975,0.89988,0.97156,0.76073,0.83487,0.41903,0.01242,0.000929335,0.000929335,0.000929335
53,691.808,1.07976,0.69692,0.01187,0.937,0.93346,0.96915,0.76952,0.79331,0.38327,0.01162,0.000917914,0.000917914,0.000917914
54,704.555,1.07129,0.68969,0.01169,0.92054,0.91621,0.96231,0.75586,0.79045,0.38248,0.01159,0.000906368,0.000906368,0.000906368
55,717.251,1.06287,0.69068,0.01154,0.93447,0.92125,0.96634,0.76924,0.79034,0.40948,0.01141,0.000894701,0.000894701,0.000894701
56,730.074,1.07,0.69637,0.0115,0.96304,0.91524,0.97373,0.78177,0.7402,0.38741,0.01132,0.000882918,0.000882918,0.000882918
57,742.831,1.07926,0.68335,0.01179,0.96212,0.88627,0.97137,0.78432,0.76583,0.40918,0.01124,0.000871025,0.000871025,0.000871025
58,755.96,1.06207,0.66327,0.01172,0.96358,0.93136,0.975,0.77631,0.79258,0.40931,0.0121,0.000859027,0.000859027,0.000859027
59,769.081,1.04954,0.6894,0.01145,0.93723,0.92182,0.96786,0.76676,0.76864,0.43217,0.01134,0.000846929,0.000846929,0.000846929
60,782.165,1.06719,0.68309,0.01155,0.94911,0.92543,0.9764,0.78869,0.75321,0.38518,0.01082,0.000834736,0.000834736,0.000834736
61,794.955,1.04975,0.67304,0.01141,0.92771,0.92857,0.97064,0.77959,0.77086,0.4104,0.01069,0.000822454,0.000822454,0.000822454
62,807.78,1.05051,0.6665,0.01121,0.96396,0.91652,0.97151,0.78258,0.8113,0.41708,0.0121,0.000810088,0.000810088,0.000810088
63,820.394,1.02979,0.66134,0.01105,0.95597,0.89821,0.96887,0.78484,0.77174,0.36566,0.01102,0.000797644,0.000797644,0.000797644
64,833.236,1.02834,0.65647,0.01115,0.93994,0.90521,0.97018,0.79009,0.76699,0.35956,0.01171,0.000785127,0.000785127,0.000785127
65,846.013,1.04525,0.65562,0.01112,0.95075,0.91572,0.97437,0.79142,0.75151,0.34773,0.01089,0.000772542,0.000772542,0.000772542
66,858.489,1.0207,0.62594,0.01097,0.96834,0.95209,0.98153,0.78908,0.78151,0.33514,0.01147,0.000759895,0.000759895,0.000759895
67,871.03,1.0405,0.64267,0.01123,0.93969,0.93612,0.98002,0.78306,0.78314,0.34573,0.01157,0.000747192,0.000747192,0.000747192
68,884.002,1.01287,0.64532,0.01103,0.96812,0.93006,0.97704,0.791,0.75628,0.33849,0.01149,0.000734438,0.000734438,0.000734438
69,896.729,1.01678,0.63875,0.01095,0.95443,0.94294,0.979,0.79757,0.75277,0.32006,0.01108,0.000721639,0.000721639,0.000721639
70,909.363,1.01747,0.62803,0.01104,0.95576,0.91627,0.9759,0.78413,0.77117,0.38566,0.01129,0.0007088,0.0007088,0.0007088
71,921.951,1.01812,0.63684,0.0109,0.96532,0.908,0.97659,0.8094,0.69789,0.3363,0.00989,0.000695927,0.000695927,0.000695927
72,934.566,1.00129,0.61878,0.01064,0.95379,0.92994,0.98071,0.79601,0.74165,0.31988,0.01044,0.000683026,0.000683026,0.000683026
73,947.246,0.99738,0.62059,0.01063,0.96043,0.92742,0.98015,0.80666,0.72851,0.31662,0.0107,0.000670102,0.000670102,0.000670102
74,959.782,0.99385,0.60879,0.01063,0.95078,0.92401,0.97551,0.79006,0.74962,0.37015,0.01057,0.000657161,0.000657161,0.000657161
75,972.323,1.00143,0.59373,0.01052,0.97177,0.92384,0.98129,0.79329,0.73792,0.31034,0.01082,0.000644208,0.000644208,0.000644208
76,984.968,0.98223,0.5948,0.01038,0.95638,0.94134,0.97522,0.79184,0.74532,0.35796,0.01082,0.00063125,0.00063125,0.00063125
77,997.469,0.96039,0.58196,0.01036,0.97269,0.93292,0.97595,0.79605,0.73394,0.35705,0.01069,0.000618292,0.000618292,0.000618292
78,1009.98,0.9607,0.57222,0.0101,0.95653,0.94216,0.97576,0.80114,0.73791,0.32837,0.01098,0.000605339,0.000605339,0.000605339
79,1022.99,0.97014,0.5838,0.01037,0.9903,0.91618,0.97411,0.79914,0.73082,0.35605,0.01079,0.000592398,0.000592398,0.000592398
80,1035.63,0.96589,0.57704,0.01035,0.95794,0.93746,0.97316,0.80155,0.72388,0.32289,0.0108,0.000579474,0.000579474,0.000579474
81,1048.47,0.98509,0.57609,0.01045,0.95943,0.92537,0.96997,0.78907,0.71519,0.37416,0.01041,0.000566573,0.000566573,0.000566573
82,1061.09,0.97095,0.56329,0.01003,0.9661,0.9493,0.97708,0.80678,0.7169,0.32854,0.01037,0.0005537,0.0005537,0.0005537
83,1073.73,0.9698,0.58942,0.01026,0.97063,0.93732,0.97795,0.81015,0.69528,0.33221,0.01009,0.000540861,0.000540861,0.000540861
84,1086.52,0.94842,0.56026,0.01005,0.96356,0.94156,0.97645,0.80404,0.70025,0.33181,0.01008,0.000528062,0.000528062,0.000528062
85,1099.19,0.95507,0.55166,0.0104,0.97537,0.91828,0.9733,0.80761,0.69646,0.39994,0.01002,0.000515308,0.000515308,0.000515308
86,1111.92,0.94403,0.55707,0.00987,0.93244,0.95234,0.97874,0.81285,0.70768,0.32956,0.01015,0.000502605,0.000502605,0.000502605
87,1124.73,0.94998,0.56779,0.01008,0.95715,0.93905,0.98182,0.81515,0.69368,0.31654,0.00995,0.000489958,0.000489958,0.000489958
88,1137.37,0.94551,0.54907,0.01001,0.94905,0.95589,0.98089,0.80691,0.70716,0.31357,0.01033,0.000477373,0.000477373,0.000477373
89,1150.26,0.93557,0.54685,0.00981,0.97416,0.93971,0.98413,0.81253,0.70638,0.28261,0.01033,0.000464856,0.000464856,0.000464856
90,1163.07,0.93335,0.53966,0.00997,0.97371,0.94786,0.98429,0.82016,0.69737,0.29955,0.0101,0.000452412,0.000452412,0.000452412
91,1175.85,0.93522,0.53878,0.00965,0.96141,0.94426,0.97747,0.8158,0.71097,0.32414,0.01035,0.000440046,0.000440046,0.000440046
92,1188.63,0.92814,0.55423,0.00956,0.95939,0.95022,0.97963,0.8252,0.68339,0.30525,0.00961,0.000427764,0.000427764,0.000427764
93,1201.36,0.91094,0.51971,0.00968,0.97049,0.95258,0.98514,0.81758,0.70494,0.2766,0.01019,0.000415571,0.000415571,0.000415571
94,1214.15,0.90772,0.51679,0.00961,0.97555,0.93585,0.98276,0.82475,0.69945,0.27691,0.01017,0.000403473,0.000403473,0.000403473
95,1226.89,0.90574,0.51682,0.0093,0.98282,0.9197,0.98061,0.81208,0.6921,0.31601,0.01006,0.000391475,0.000391475,0.000391475
96,1239.63,0.8996,0.51416,0.0094,0.96065,0.95059,0.98084,0.81867,0.68382,0.30734,0.01002,0.000379582,0.000379582,0.000379582
97,1252.33,0.91338,0.51522,0.00965,0.96315,0.93724,0.98133,0.82087,0.69,0.28275,0.00988,0.000367799,0.000367799,0.000367799
98,1265.15,0.90332,0.51762,0.00936,0.98475,0.92325,0.98086,0.82323,0.67713,0.28797,0.00961,0.000356132,0.000356132,0.000356132
99,1277.92,0.90425,0.51193,0.00923,0.97877,0.93863,0.98175,0.82543,0.66974,0.28002,0.00942,0.000344586,0.000344586,0.000344586
100,1290.64,0.8969,0.49283,0.00923,0.96816,0.9358,0.97794,0.81912,0.67082,0.30409,0.00953,0.000333165,0.000333165,0.000333165
101,1303.39,0.90246,0.51077,0.00927,0.9604,0.95138,0.97636,0.82856,0.66495,0.29449,0.00977,0.000321875,0.000321875,0.000321875
102,1315.98,0.9061,0.52159,0.00957,0.97977,0.92748,0.97684,0.82428,0.67294,0.30749,0.00967,0.000310721,0.000310721,0.000310721
103,1328.73,0.89103,0.49737,0.00923,0.97157,0.94376,0.97718,0.82403,0.66541,0.3035,0.00933,0.000299707,0.000299707,0.000299707
104,1341.44,0.8868,0.50054,0.00923,0.96762,0.95367,0.98255,0.82732,0.66597,0.28017,0.00978,0.000288839,0.000288839,0.000288839
105,1354.1,0.89008,0.50695,0.0092,0.95973,0.94553,0.98092,0.82645,0.66056,0.27681,0.00957,0.000278121,0.000278121,0.000278121
106,1366.82,0.89037,0.49347,0.00889,0.96794,0.94491,0.98351,0.83339,0.65393,0.28382,0.00946,0.000267558,0.000267558,0.000267558
107,1379.36,0.86877,0.48682,0.00896,0.96784,0.94797,0.98205,0.83187,0.65432,0.27565,0.00953,0.000257154,0.000257154,0.000257154
