epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,383.12,1.3408,1.1123,0.01834,0.72019,0.66479,0.70289,0.45396,1.392,1.36635,0.01661,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922
13,414.277,1.32191,1.05214,0.01763,0.78732,0.72188,0.79277,0.51107,1.34277,0.9989,0.01634,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
14,445.135,1.29823,1.05415,0.01777,0.78561,0.73299,0.76646,0.44352,1.62121,1.08307,0.02048,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765
15,476.006,1.31473,1.01975,0.0177,0.75014,0.78135,0.78596,0.49009,1.3912,0.97553,0.01572,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873
16,506.858,1.29867,1.0093,0.01755,0.73718,0.7572,0.76444,0.49262,1.36849,1.11031,0.01667,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
17,537.428,1.27639,0.98106,0.01711,0.82184,0.76557,0.80778,0.50957,1.42365,1.05967,0.01629,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466
18,567.193,1.26969,0.97247,0.01675,0.82074,0.73564,0.80938,0.53124,1.32625,0.95153,0.01634,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955
19,597.854,1.26346,0.95506,0.01683,0.85814,0.71826,0.82107,0.54585,1.30348,0.98037,0.0155,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
20,628.818,1.26032,0.93731,0.01676,0.82366,0.7335,0.82248,0.54512,1.28619,0.94736,0.01444,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322
21,659.586,1.24927,0.92382,0.01645,0.81595,0.78651,0.84896,0.58083,1.21423,0.92164,0.01364,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
22,690.4,1.23984,0.88475,0.01645,0.82787,0.72946,0.80843,0.54933,1.19708,0.95357,0.0142,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
23,721.113,1.2254,0.88139,0.01593,0.8225,0.80469,0.85148,0.57839,1.22045,0.81454,0.01437,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377
24,751.959,1.21849,0.84769,0.01608,0.82318,0.77366,0.84061,0.57822,1.24261,0.85271,0.01451,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671
25,782.55,1.22089,0.87682,0.01625,0.8948,0.76226,0.84004,0.57468,1.1989,0.91802,0.01378,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
26,814.12,1.21138,0.83666,0.01569,0.84065,0.77538,0.83738,0.57755,1.24598,0.95089,0.01424,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
27,845.176,1.1945,0.84645,0.01616,0.84612,0.73968,0.813,0.54869,1.25409,0.96248,0.01471,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
28,875.862,1.20748,0.83585,0.01571,0.87071,0.79322,0.87193,0.61314,1.16908,0.81445,0.0137,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
29,906.41,1.19205,0.81027,0.01598,0.85349,0.82098,0.87687,0.61889,1.13026,0.7256,0.01309,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
30,937.09,1.18577,0.79051,0.01554,0.85969,0.81488,0.87538,0.62406,1.11129,0.74582,0.01282,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
31,966.693,1.16428,0.79042,0.01498,0.83493,0.82468,0.85894,0.60911,1.14262,0.80913,0.01335,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
32,997.825,1.18679,0.79971,0.01541,0.85678,0.75538,0.82493,0.58769,1.15338,0.92358,0.01349,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
33,1028.54,1.16676,0.78695,0.01522,0.82968,0.86185,0.89824,0.62129,1.2155,0.70917,0.01357,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
34,1059.03,1.17241,0.77897,0.01543,0.82724,0.84614,0.87338,0.63367,1.10646,0.72515,0.01249,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
35,1090.53,1.15031,0.73624,0.0152,0.89601,0.80342,0.88466,0.63069,1.15815,0.75036,0.01328,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
36,1120.92,1.14976,0.75386,0.01491,0.89172,0.79394,0.88248,0.64413,1.10243,0.71268,0.01241,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
37,1151.44,1.15888,0.75285,0.01514,0.88329,0.78932,0.85203,0.59891,1.18126,0.85649,0.0137,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
38,1183.14,1.12639,0.73828,0.01483,0.85492,0.82775,0.86098,0.60408,1.1719,0.74796,0.01386,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
39,1213.91,1.126,0.7344,0.01486,0.84584,0.766,0.84551,0.58595,1.16523,0.84257,0.01396,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
40,1244.65,1.13748,0.72116,0.01461,0.86615,0.84619,0.89132,0.66264,1.07756,0.75369,0.01247,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
41,1275.45,1.12177,0.71854,0.01459,0.84556,0.81866,0.85829,0.61296,1.10974,0.76586,0.01315,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
42,1306.18,1.12368,0.70715,0.01453,0.88167,0.8454,0.89472,0.64348,1.13206,0.66712,0.0132,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
43,1335.47,1.11662,0.70117,0.01452,0.91468,0.80586,0.88395,0.62867,1.10774,0.74606,0.01286,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
44,1366.37,1.11294,0.69729,0.0141,0.8751,0.86811,0.9178,0.67878,1.03972,0.65462,0.01228,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
45,1397.38,1.09415,0.69211,0.01436,0.86951,0.86938,0.89809,0.65481,1.11772,0.7535,0.013,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
46,1428.02,1.11177,0.6995,0.01441,0.90335,0.85113,0.90915,0.65406,1.11143,0.66621,0.01299,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
47,1458.88,1.09047,0.6801,0.01388,0.87287,0.86384,0.90145,0.64724,1.11181,0.66598,0.01296,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
48,1489.65,1.08371,0.66543,0.01403,0.85744,0.8509,0.89649,0.65824,1.06579,0.66901,0.01244,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
49,1520.6,1.07152,0.65548,0.01344,0.91148,0.84545,0.90524,0.66865,1.06394,0.63928,0.01229,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
50,1551.75,1.06709,0.66161,0.01378,0.90504,0.81881,0.90558,0.66204,1.06309,0.69058,0.01234,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
51,1582.39,1.06346,0.64706,0.01373,0.89629,0.86197,0.90023,0.6605,1.07774,0.63627,0.0127,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,1614.07,1.07206,0.66065,0.01372,0.84962,0.86436,0.90386,0.6579,1.06705,0.71108,0.01194,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
53,1644.93,1.05493,0.64256,0.01354,0.89733,0.84742,0.90403,0.67728,1.03587,0.59719,0.01176,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
54,1675.68,1.06032,0.66164,0.01349,0.90227,0.8698,0.90578,0.66973,1.01766,0.76943,0.01225,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
55,1706.41,1.05451,0.65633,0.01344,0.87232,0.8727,0.90942,0.67011,1.03989,0.78855,0.01182,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
56,1735.97,1.04653,0.62186,0.01341,0.91176,0.85522,0.90021,0.66555,1.07656,0.65119,0.01234,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
57,1766.61,1.03765,0.61199,0.01324,0.90655,0.86012,0.89787,0.67211,1.05647,0.66531,0.01223,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
58,1797.51,1.02481,0.61802,0.01296,0.86069,0.85111,0.90155,0.68176,1.0167,0.66232,0.01113,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
59,1828.38,1.01987,0.5893,0.01288,0.87691,0.87582,0.90901,0.68109,1.02417,0.58679,0.01151,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
60,1859.06,1.02534,0.60354,0.01299,0.88039,0.88084,0.91864,0.68783,1.0495,0.63285,0.01156,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
61,1890.48,1.00319,0.57866,0.01275,0.86676,0.8897,0.90944,0.68668,1.03008,0.62761,0.01175,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
62,1921.77,1.02007,0.59395,0.01262,0.88023,0.89222,0.91352,0.69733,1.00748,0.5656,0.01155,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
63,1953.49,1.00653,0.57799,0.01279,0.91004,0.86702,0.90201,0.67995,1.01314,0.58267,0.01175,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
64,1984.36,1.00728,0.59273,0.0126,0.89594,0.87095,0.9183,0.6855,1.01779,0.59524,0.01191,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
65,2015.48,0.97997,0.58382,0.01246,0.88643,0.87087,0.9048,0.68056,0.96859,0.58183,0.01105,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
66,2047.26,0.97849,0.55711,0.01227,0.91456,0.84786,0.91075,0.69479,1.02503,0.55853,0.0119,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
67,2078.49,0.97186,0.55714,0.01221,0.904,0.84987,0.91508,0.70335,0.99451,0.62964,0.01153,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
68,2109.71,0.97969,0.55783,0.01244,0.91387,0.87837,0.92523,0.6921,1.01864,0.59329,0.01162,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
69,2139.8,0.95896,0.55193,0.012,0.90178,0.86596,0.92173,0.69617,1.02632,0.61933,0.01139,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
70,2171,0.96398,0.55388,0.01226,0.89668,0.86087,0.91103,0.70294,1.00769,0.59971,0.01158,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
71,2202.54,0.95812,0.53303,0.01205,0.90724,0.86319,0.91204,0.70686,0.99789,0.57006,0.01138,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
72,2233.72,0.95403,0.54264,0.01177,0.90754,0.88819,0.91659,0.70603,0.97323,0.58509,0.01107,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
73,2265.43,0.95308,0.54977,0.01189,0.88447,0.88352,0.91566,0.70736,0.98666,0.60685,0.01112,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
74,2296.87,0.93475,0.52756,0.01169,0.9055,0.86016,0.91887,0.69851,0.99175,0.62747,0.01127,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
75,2327.9,0.92666,0.52049,0.01176,0.88247,0.89005,0.91754,0.70037,0.97988,0.6337,0.01121,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
76,2359.28,0.93056,0.53594,0.01189,0.87971,0.87996,0.91947,0.70244,0.97435,0.59649,0.01135,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,2390.35,0.93343,0.52012,0.01182,0.90116,0.86639,0.92151,0.70202,1.00191,0.63331,0.0114,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
78,2421.22,0.9193,0.51998,0.01149,0.92552,0.8755,0.9218,0.71459,0.99201,0.64254,0.01089,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
79,2452.12,0.91263,0.51544,0.01139,0.92715,0.87078,0.92375,0.70739,0.98766,0.62257,0.01106,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
80,2482.93,0.90462,0.49262,0.01127,0.91751,0.87004,0.91688,0.70906,0.95254,0.58908,0.01081,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
81,2513.99,0.9098,0.49566,0.01123,0.91288,0.88824,0.91775,0.71558,0.95455,0.60512,0.01078,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
82,2543.79,0.89418,0.50305,0.01104,0.90799,0.8774,0.91219,0.69853,0.99711,0.61608,0.01132,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
83,2574.95,0.89148,0.4996,0.01093,0.93357,0.85787,0.91038,0.70337,0.98771,0.60495,0.01135,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
84,2606.18,0.88181,0.49577,0.01099,0.91499,0.87224,0.91573,0.69667,0.9868,0.60913,0.01105,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
85,2637.52,0.87963,0.48841,0.01083,0.9008,0.89658,0.92161,0.69729,1.00443,0.59145,0.01127,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
86,2668.38,0.8839,0.47677,0.01093,0.92335,0.87564,0.92079,0.70493,0.99337,0.60856,0.01105,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
87,2699.48,0.88694,0.49004,0.011,0.92455,0.8858,0.92606,0.71265,0.9906,0.58247,0.01126,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
88,2730.24,0.87966,0.46254,0.01095,0.92766,0.8585,0.92289,0.70659,0.98255,0.65746,0.01106,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
89,2760.54,0.85855,0.47082,0.0107,0.90936,0.89589,0.92264,0.71003,0.96753,0.63305,0.01093,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
90,2790.7,0.84997,0.46389,0.0106,0.9214,0.85822,0.92115,0.70879,0.96451,0.62404,0.01096,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,2821.68,0.85025,0.45975,0.01049,0.89781,0.8986,0.91969,0.70736,0.9627,0.65577,0.01101,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,2852.12,0.85286,0.46151,0.01062,0.90838,0.87121,0.91556,0.70251,0.9591,0.63987,0.0107,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,2881,0.8389,0.4692,0.01031,0.92454,0.87865,0.92152,0.70864,0.96242,0.59614,0.01089,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,2911.23,0.83298,0.45259,0.01047,0.93626,0.86762,0.92455,0.71323,0.98646,0.58925,0.01154,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,2941.55,0.83127,0.45304,0.0101,0.9077,0.88212,0.91658,0.71097,1.01301,0.60894,0.01173,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,2972.15,0.83054,0.44666,0.01025,0.92395,0.8637,0.91841,0.71109,0.99405,0.60932,0.01132,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,3002.78,0.81689,0.4338,0.01002,0.91994,0.86198,0.91924,0.71216,0.99021,0.64388,0.01131,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,3033.12,0.82111,0.44066,0.00997,0.92224,0.87199,0.9237,0.71746,0.96424,0.62112,0.01079,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,3063.57,0.80926,0.44535,0.00997,0.92069,0.89459,0.92898,0.72484,0.95672,0.6193,0.01057,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,3094.16,0.80715,0.42215,0.00984,0.919,0.87713,0.93269,0.73333,0.94599,0.60208,0.0104,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,3125.01,0.81452,0.44479,0.01003,0.91785,0.88644,0.93214,0.7266,0.95126,0.5763,0.01039,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,3155.35,0.79607,0.42508,0.00976,0.91555,0.9016,0.93256,0.72134,0.98887,0.58569,0.01119,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,3184.38,0.78741,0.42903,0.00951,0.93408,0.87892,0.92758,0.72413,0.97622,0.59835,0.01084,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,3214.57,0.78603,0.41597,0.00962,0.91435,0.89905,0.9269,0.72528,0.98989,0.61075,0.01119,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,3245.31,0.77965,0.42736,0.00939,0.89843,0.89844,0.92279,0.71876,0.98858,0.64149,0.01116,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,3277.55,0.76726,0.40612,0.00947,0.91873,0.89672,0.92347,0.71809,0.99946,0.65941,0.01141,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,3309.1,0.76944,0.41049,0.00928,0.9363,0.8877,0.92454,0.71674,0.98774,0.66047,0.01116,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,3340.56,0.76687,0.41236,0.00932,0.90473,0.8927,0.92439,0.71955,0.9891,0.65131,0.01117,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,3372.05,0.76419,0.4045,0.00925,0.91062,0.90049,0.92277,0.71729,0.99316,0.67162,0.01125,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,3403.17,0.75581,0.41199,0.00916,0.91259,0.90346,0.92361,0.72135,0.96706,0.6714,0.01075,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,3434.52,0.75562,0.40136,0.00916,0.89444,0.90536,0.92422,0.72133,0.97821,0.63419,0.01074,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,3465.83,0.75294,0.39318,0.00925,0.91358,0.8793,0.92433,0.72068,0.99388,0.60706,0.01107,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,3497.14,0.75074,0.39666,0.00907,0.88865,0.89602,0.92472,0.71952,0.9885,0.61214,0.01097,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,3528.19,0.74399,0.38978,0.00901,0.93622,0.87679,0.92745,0.72611,0.97759,0.64486,0.01092,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,3559.42,0.74367,0.39001,0.00906,0.93625,0.87512,0.92874,0.72419,0.98837,0.65473,0.01121,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,3588.75,0.7338,0.38824,0.00902,0.9363,0.87622,0.92692,0.723,0.98812,0.63366,0.01126,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,3620.26,0.73424,0.38466,0.00889,0.93685,0.89209,0.92568,0.72047,0.98346,0.62458,0.0113,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,3651.89,0.72898,0.38271,0.00881,0.92388,0.88637,0.92567,0.72778,0.97573,0.64232,0.01102,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,3683.48,0.72651,0.37693,0.00876,0.93414,0.86796,0.9249,0.73156,0.99551,0.63876,0.0111,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,3723.79,0.72,0.38034,0.0087,0.92865,0.86653,0.92573,0.73309,0.99508,0.6429,0.01113,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,3755.02,0.72348,0.38116,0.0088,0.92442,0.8837,0.92684,0.72976,0.99671,0.64145,0.0112,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,3786.12,0.71206,0.37117,0.00858,0.91848,0.8854,0.92411,0.72367,0.99873,0.63001,0.01132,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,3818.1,0.71977,0.37981,0.00852,0.91441,0.88138,0.92199,0.71926,0.99839,0.63184,0.0114,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,3849.25,0.70178,0.36445,0.00849,0.93075,0.87707,0.92478,0.72053,0.99771,0.63074,0.01142,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,3880.99,0.70649,0.36546,0.00865,0.92996,0.88588,0.9277,0.71954,0.99591,0.61246,0.01136,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,3912.83,0.70091,0.36189,0.00835,0.93311,0.88112,0.92707,0.71972,0.99408,0.61162,0.01136,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,3944.35,0.70232,0.3573,0.00829,0.91415,0.8882,0.92611,0.719,0.99336,0.61277,0.01135,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,3975.18,0.70304,0.37099,0.00843,0.91896,0.87989,0.92559,0.72101,0.99163,0.60605,0.01128,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,4005.82,0.69703,0.35038,0.00831,0.90253,0.90445,0.92689,0.72125,0.98937,0.6055,0.0113,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,4036.85,0.68414,0.35356,0.00827,0.91835,0.90408,0.92865,0.72275,0.98654,0.60046,0.01126,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
