epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1076.76,0.96029,0.75291,1.28087,0.92675,0.87326,0.92314,0.68597,0.92496,0.63768,1.28002,0.000778233,0.000778233,0.000778233
25,1120.34,0.9432,0.74911,1.26843,0.92622,0.85182,0.90798,0.67766,0.95213,0.64214,1.30176,0.000749939,0.000749939,0.000749939
26,1165.31,0.93361,0.72994,1.2635,0.91556,0.89698,0.92337,0.67411,0.92374,0.63087,1.26412,0.000721645,0.000721645,0.000721645
27,1208.81,0.93374,0.72193,1.25494,0.9259,0.89782,0.93528,0.71254,0.90628,0.54007,1.25759,0.000693351,0.000693351,0.000693351
28,1253.38,0.92814,0.7134,1.26293,0.90831,0.88799,0.91197,0.70928,0.87538,0.58973,1.26396,0.000665057,0.000665057,0.000665057
29,1298.18,0.92299,0.71082,1.25854,0.90049,0.89562,0.92135,0.72464,0.85407,0.6163,1.23208,0.000636762,0.000636762,0.000636762
30,1341.94,0.90394,0.69033,1.23952,0.91575,0.90839,0.91077,0.70185,0.86981,0.56494,1.24431,0.000608468,0.000608468,0.000608468
31,1386.71,0.89646,0.67868,1.23221,0.92916,0.8879,0.9314,0.72282,0.90414,0.57089,1.26841,0.000580174,0.000580174,0.000580174
32,1430.25,0.89064,0.67994,1.23176,0.87876,0.93471,0.9311,0.71642,0.85938,0.57094,1.2166,0.00055188,0.00055188,0.00055188
33,1473.97,0.88081,0.65828,1.22008,0.92873,0.89367,0.93026,0.73077,0.84412,0.56631,1.22014,0.000523586,0.000523586,0.000523586
34,1519.1,0.87681,0.65195,1.22223,0.91805,0.91709,0.93197,0.73526,0.84543,0.54086,1.22152,0.000495291,0.000495291,0.000495291
35,1562.81,0.86194,0.64731,1.21473,0.93886,0.91099,0.92651,0.7214,0.83582,0.53881,1.20984,0.000466997,0.000466997,0.000466997
36,1606.11,0.87161,0.64253,1.22305,0.93806,0.92765,0.93987,0.73432,0.8415,0.53115,1.22587,0.000438703,0.000438703,0.000438703
37,1649.98,0.84256,0.61871,1.1947,0.89984,0.91434,0.91972,0.7091,0.90558,0.56889,1.24643,0.000410409,0.000410409,0.000410409
38,1692.77,0.83429,0.60952,1.18899,0.91415,0.92212,0.93459,0.7276,0.88852,0.51686,1.24207,0.000382115,0.000382115,0.000382115
39,1735.89,0.83067,0.61269,1.19865,0.89874,0.93417,0.9361,0.73503,0.82078,0.50584,1.19414,0.00035382,0.00035382,0.00035382
40,1778.26,0.8165,0.60107,1.18758,0.89934,0.94456,0.93081,0.74238,0.82026,0.50738,1.20178,0.000325526,0.000325526,0.000325526
41,1819.44,0.7161,0.42462,1.15986,0.91584,0.92403,0.93809,0.746,0.82594,0.50154,1.19185,0.000297232,0.000297232,0.000297232
42,1865.4,0.69777,0.40437,1.13592,0.91584,0.92568,0.94201,0.74174,0.83804,0.50223,1.22302,0.000268938,0.000268938,0.000268938
43,1908.32,0.67164,0.38761,1.11791,0.91496,0.94992,0.944,0.73226,0.84989,0.50582,1.21947,0.000240644,0.000240644,0.000240644
44,1951.82,0.66158,0.38321,1.11549,0.9201,0.91267,0.93586,0.73014,0.85172,0.51498,1.2269,0.000212349,0.000212349,0.000212349
45,1995.4,0.65033,0.37429,1.10724,0.92572,0.92452,0.93437,0.72864,0.83517,0.49989,1.21923,0.000184055,0.000184055,0.000184055
46,2039.36,0.6429,0.36021,1.09863,0.92654,0.93582,0.94017,0.74193,0.83835,0.49649,1.21901,0.000155761,0.000155761,0.000155761
47,2084.05,0.62445,0.3519,1.08572,0.91055,0.95012,0.94418,0.73664,0.83511,0.4917,1.22477,0.000127467,0.000127467,0.000127467
48,2128.1,0.61298,0.3519,1.07664,0.94149,0.90538,0.9387,0.73152,0.84774,0.49473,1.23269,9.91726e-05,9.91726e-05,9.91726e-05
49,2180.42,0.59943,0.34356,1.07019,0.9273,0.93765,0.95038,0.74656,0.82719,0.47933,1.22377,7.08784e-05,7.08784e-05,7.08784e-05
50,2233.57,0.59592,0.33768,1.06658,0.93223,0.94261,0.95155,0.74221,0.83305,0.47838,1.22675,4.25842e-05,4.25842e-05,4.25842e-05
