epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,976.873,0.87557,0.53378,0.00964,0.94843,0.90901,0.95418,0.78188,0.74953,0.43972,0.01141,0.000452412,0.000452412,0.000452412
91,987.396,0.87362,0.54167,0.00957,0.91542,0.92819,0.95657,0.78319,0.74509,0.4369,0.0113,0.000440046,0.000440046,0.000440046
92,997.911,0.87584,0.54585,0.00963,0.93816,0.90943,0.95405,0.78483,0.76566,0.4366,0.01152,0.000427764,0.000427764,0.000427764
93,1008.27,0.87517,0.53124,0.00991,0.93973,0.9038,0.95932,0.79836,0.72492,0.43338,0.0108,0.000415571,0.000415571,0.000415571
94,1018.66,0.8551,0.52049,0.00971,0.93843,0.9387,0.96448,0.79826,0.74008,0.40102,0.0113,0.000403473,0.000403473,0.000403473
95,1029.16,0.87596,0.5234,0.00978,0.93358,0.92285,0.95726,0.79408,0.73409,0.42225,0.01137,0.000391475,0.000391475,0.000391475
96,1039.61,0.84232,0.51644,0.00938,0.94836,0.89313,0.96127,0.79296,0.73661,0.42181,0.01129,0.000379582,0.000379582,0.000379582
97,1049.95,0.86692,0.53726,0.00974,0.94259,0.91684,0.96108,0.79317,0.74995,0.4116,0.01129,0.000367799,0.000367799,0.000367799
98,1060.32,0.84872,0.50761,0.00926,0.93791,0.91166,0.95416,0.78683,0.74221,0.46483,0.01128,0.000356132,0.000356132,0.000356132
99,1070.67,0.85164,0.51487,0.00952,0.9388,0.91956,0.95625,0.78434,0.75759,0.45513,0.01151,0.000344586,0.000344586,0.000344586
100,1081.04,0.84264,0.50977,0.0094,0.94027,0.90043,0.95108,0.78626,0.73533,0.45936,0.01109,0.000333165,0.000333165,0.000333165
101,1091.47,0.85705,0.51103,0.00958,0.91792,0.93251,0.95926,0.79002,0.73255,0.43568,0.01098,0.000321875,0.000321875,0.000321875
102,1101.86,0.83989,0.50344,0.00933,0.93776,0.91891,0.96357,0.79721,0.73295,0.43289,0.01105,0.000310721,0.000310721,0.000310721
103,1112.21,0.84372,0.49979,0.00959,0.92498,0.91582,0.95514,0.7939,0.7434,0.43713,0.01117,0.000299707,0.000299707,0.000299707
104,1122.62,0.84098,0.48466,0.00915,0.94072,0.91927,0.95909,0.80064,0.72772,0.42934,0.01086,0.000288839,0.000288839,0.000288839
105,1133.18,0.84441,0.48572,0.00935,0.91493,0.91317,0.94975,0.7876,0.74075,0.4804,0.01119,0.000278121,0.000278121,0.000278121
106,1143.64,0.82594,0.48255,0.0093,0.93108,0.92973,0.95777,0.79545,0.73267,0.44651,0.01132,0.000267558,0.000267558,0.000267558
107,1154.2,0.82671,0.49392,0.00924,0.92818,0.924,0.95406,0.79007,0.74483,0.44584,0.01147,0.000257154,0.000257154,0.000257154
108,1164.7,0.81518,0.48068,0.00912,0.93691,0.93347,0.95694,0.7967,0.73366,0.44529,0.01106,0.000246915,0.000246915,0.000246915
109,1175.17,0.82432,0.49308,0.00934,0.94533,0.91375,0.95733,0.80408,0.71151,0.45393,0.0108,0.000236844,0.000236844,0.000236844
110,1185.82,0.8224,0.48474,0.00902,0.94888,0.90736,0.9542,0.80291,0.71161,0.45126,0.01073,0.000226946,0.000226946,0.000226946
111,1196.25,0.8097,0.47483,0.00886,0.9338,0.91887,0.95403,0.8044,0.70968,0.44362,0.01067,0.000217225,0.000217225,0.000217225
112,1206.73,0.81521,0.48494,0.00911,0.92577,0.91024,0.95401,0.80207,0.71706,0.44654,0.01077,0.000207686,0.000207686,0.000207686
113,1217.34,0.82469,0.47878,0.00933,0.93865,0.92026,0.95506,0.80178,0.71072,0.43057,0.01069,0.000198333,0.000198333,0.000198333
114,1227.91,0.81699,0.4745,0.00887,0.94391,0.89425,0.95442,0.80048,0.71054,0.44477,0.01075,0.00018917,0.00018917,0.00018917
115,1238.3,0.80236,0.4762,0.00882,0.94038,0.9126,0.95577,0.79836,0.71295,0.45819,0.01077,0.000180201,0.000180201,0.000180201
116,1248.99,0.81717,0.46706,0.0089,0.92241,0.92304,0.95233,0.8002,0.70464,0.45289,0.01058,0.000171429,0.000171429,0.000171429
117,1259.47,0.80225,0.47293,0.00876,0.94151,0.91795,0.9521,0.7981,0.71304,0.45613,0.01061,0.000162859,0.000162859,0.000162859
118,1270.01,0.79542,0.46038,0.00876,0.92884,0.92109,0.95353,0.80126,0.71341,0.46051,0.01071,0.000154495,0.000154495,0.000154495
119,1280.49,0.79163,0.46745,0.00874,0.9507,0.91517,0.95519,0.806,0.70036,0.45513,0.01055,0.00014634,0.00014634,0.00014634
120,1291.05,0.80415,0.46861,0.0088,0.94809,0.90749,0.95728,0.8052,0.70001,0.44528,0.01047,0.000138397,0.000138397,0.000138397
121,1301.41,0.78274,0.4499,0.00881,0.94774,0.90696,0.95782,0.80231,0.70512,0.44349,0.01044,0.000130671,0.000130671,0.000130671
122,1311.91,0.79447,0.44443,0.00887,0.95737,0.89818,0.9579,0.80706,0.70079,0.44273,0.01042,0.000123164,0.000123164,0.000123164
123,1322.68,0.81066,0.47783,0.00871,0.94864,0.90723,0.95669,0.80354,0.70451,0.44597,0.01058,0.00011588,0.00011588,0.00011588
124,1333.59,0.7865,0.44885,0.00854,0.92397,0.92258,0.95648,0.80488,0.70434,0.45244,0.01052,0.000108822,0.000108822,0.000108822
125,1344.37,0.786,0.44648,0.00863,0.92074,0.93234,0.9565,0.802,0.71358,0.43881,0.01077,0.000101993,0.000101993,0.000101993
126,1354.75,0.79105,0.46978,0.00868,0.92823,0.92958,0.9578,0.80691,0.70956,0.43137,0.01062,9.53968e-05,9.53968e-05,9.53968e-05
127,1365.17,0.79618,0.46714,0.00863,0.94827,0.92069,0.95987,0.80789,0.69902,0.43915,0.01054,8.90352e-05,8.90352e-05,8.90352e-05
128,1375.72,0.78752,0.45019,0.00849,0.94638,0.91489,0.96155,0.8105,0.70323,0.43378,0.01054,8.29115e-05,8.29115e-05,8.29115e-05
129,1386.17,0.78439,0.44959,0.00867,0.95036,0.91776,0.95757,0.80312,0.70835,0.43504,0.01057,7.70283e-05,7.70283e-05,7.70283e-05
130,1396.78,0.79216,0.45561,0.00868,0.94222,0.91102,0.96225,0.80995,0.70543,0.43935,0.01051,7.13883e-05,7.13883e-05,7.13883e-05
131,1407.26,0.78756,0.4492,0.00887,0.94865,0.90964,0.95885,0.8064,0.70052,0.43896,0.01047,6.59937e-05,6.59937e-05,6.59937e-05
132,1417.81,0.78434,0.45903,0.00837,0.94791,0.9172,0.95848,0.80078,0.70886,0.44045,0.01059,6.08472e-05,6.08472e-05,6.08472e-05
133,1428.24,0.77507,0.45367,0.00862,0.95237,0.9221,0.96062,0.80851,0.7091,0.43087,0.01065,5.59508e-05,5.59508e-05,5.59508e-05
134,1438.69,0.79667,0.46376,0.0087,0.94215,0.92631,0.96144,0.81047,0.71021,0.4301,0.01067,5.13068e-05,5.13068e-05,5.13068e-05
135,1449.06,0.76611,0.43639,0.00828,0.9571,0.91403,0.96051,0.80799,0.70395,0.43702,0.01061,4.69171e-05,4.69171e-05,4.69171e-05
136,1459.63,0.78527,0.43473,0.00859,0.9531,0.91501,0.95929,0.80784,0.70645,0.43456,0.01057,4.27838e-05,4.27838e-05,4.27838e-05
137,1470.19,0.77779,0.44796,0.00868,0.95058,0.91676,0.95949,0.80836,0.70304,0.4431,0.01056,3.89086e-05,3.89086e-05,3.89086e-05
138,1480.62,0.78193,0.45065,0.00847,0.94776,0.9184,0.95876,0.80565,0.7045,0.44314,0.01062,3.52932e-05,3.52932e-05,3.52932e-05
139,1491.19,0.78428,0.45007,0.00854,0.9421,0.92145,0.95782,0.80521,0.7059,0.44477,0.01068,3.19392e-05,3.19392e-05,3.19392e-05
140,1501.7,0.78203,0.45141,0.00858,0.94368,0.92057,0.95838,0.80578,0.70675,0.44797,0.01063,2.88481e-05,2.88481e-05,2.88481e-05
141,1524.82,0.65566,0.29453,0.00894,0.92344,0.9268,0.9544,0.80239,0.72149,0.45708,0.0108,2.60212e-05,2.60212e-05,2.60212e-05
142,1535.18,0.66154,0.27609,0.00902,0.93183,0.92049,0.94963,0.79797,0.724,0.46688,0.01089,2.34598e-05,2.34598e-05,2.34598e-05
143,1545.48,0.64066,0.26551,0.00858,0.93425,0.9189,0.95013,0.79826,0.72261,0.47494,0.01092,2.1165e-05,2.1165e-05,2.1165e-05
144,1555.79,0.6507,0.26058,0.00878,0.93115,0.92279,0.95082,0.80127,0.7244,0.46317,0.01091,1.91377e-05,1.91377e-05,1.91377e-05
145,1566.1,0.64939,0.24622,0.00866,0.9267,0.92159,0.95153,0.80273,0.72163,0.46313,0.01085,1.7379e-05,1.7379e-05,1.7379e-05
146,1576.41,0.63895,0.25891,0.00862,0.91961,0.92312,0.95126,0.80114,0.71998,0.46772,0.01088,1.58896e-05,1.58896e-05,1.58896e-05
147,1587.16,0.64631,0.26093,0.00863,0.92827,0.92327,0.95182,0.80237,0.72341,0.46126,0.01088,1.467e-05,1.467e-05,1.467e-05
148,1597.43,0.63687,0.25125,0.0086,0.92752,0.92211,0.95084,0.80228,0.72149,0.46645,0.01087,1.3721e-05,1.3721e-05,1.3721e-05
149,1607.96,0.64537,0.26563,0.00852,0.9335,0.92207,0.95197,0.80322,0.71867,0.46151,0.01078,1.30427e-05,1.30427e-05,1.30427e-05
150,1618.47,0.64972,0.26198,0.00879,0.94144,0.91754,0.95273,0.80398,0.7189,0.45834,0.01078,1.26357e-05,1.26357e-05,1.26357e-05
